KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
316,ハゼ科,Gobiidae,ニセツムギハゼ,Acentrogobius audax Smith 1959,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島
",Nisetsumugihaze
316,ハゼ科,Gobiidae,ホクロハゼ,Acentrogobius caninus (Valenciennes 1837),"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",Hokurohaze
316,ハゼ科,Gobiidae,カスミハゼ,Acentrogobius janthinopterus (Bleeker 1853),"
Koeda et al (2016) Fishes of Yonaguni，与那国島
",Kasumihaze
316,ハゼ科,Gobiidae,ホコサキキララハゼ,"Acentrogobius limarius Allen, Erdmann & Hadiaty 2015","
Fujiwara et al (2020) Spec Divers 25:355-359，奄美大島，西表島
",Hokosakikirarahaze
316,ハゼ科,Gobiidae,フタスジノボリハゼ,Acentrogobius moloanus (Herre 1927),"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖
",Futasujinoborihaze
316,ハゼ科,Gobiidae,セイタカスジハゼ,Acentrogobius multifasciatus (Herre 1927),"
Allen (2015) J Ocean Sci Found 14:1-13，Acentrogobius signatus (Peters 1855)をAcentrogobius multifasciatus (Herre 1927)の古参異名としたが，A. signatusはインド洋固有種の可能性がある；古橋ほか（2020）Ichthy, Nat Hist Fish Jpn 3:25-29，奄美大島，A. multifasciatusとA. signatusの比較，前者を有効種と扱う；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島
",Seitakasujihaze
316,ハゼ科,Gobiidae,メジリハゼ,Acentrogobius ocyurus (Jordan & Seale 1907),"
Kunishima et al (2022) Spec Divers 27:129-138，沖縄島
",Mejirihaze
316,ハゼ科,Gobiidae,モヨウハゼ,Acentrogobius pflaumii (Bleeker 1853),"
Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Moyohaze
316,ハゼ科,Gobiidae,オキナワスジハゼ,Acentrogobius quinquemaculatus Allen 2017,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Allen (2017) Aqua, Inter J Ichthyol 23:103-111，日本産の標本は不使用；鈴木・渋川（2021）「日本のハゼ」，分布域：奄美大島・沖縄島・石垣島・西表島；百瀬（2022）Ichthy, Nat Hist Fish Jpn 19:8-18，加計呂麻島
",Okinawasujihaze
316,ハゼ科,Gobiidae,スズメハゼ,Acentrogobius sp.,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Kunishima et al (2022) Spec Divers 27:129-138，西表島，これまでスズメハゼの学生はAcentrogobius viganensis (Steindachner 1893)とされていたが，A. viganensisのシンタイプはスズメハゼとは異なるため，スズメハゼをAcentrogobius sp.とした
",Suzumehaze
316,ハゼ科,Gobiidae,ツマグロスジハゼ,Acentrogobius sp. 2,"
以前は「スジハゼA」；藤井（2009）佐賀自然史研究15:21-25，佐賀県伊万里市佐代川河口；松沼ほか（2010）Nat Kagoshima 36:79-87，上甑島汽水湖群；武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；平嶋（2013）和歌山県立自然博物館だより31(3):8，和歌山県；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；松沼ほか（2016）「鹿児島市の川魚」，鹿児島市；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；村瀬ほか（2019）「門川の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；工藤・瀬能（2020）神奈川県自然誌資料41:53-60，東京湾（横浜）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；本村ほか（2020）「高尾野川河口の生きもの」；荒尾ほか（2021）神奈川県自然誌資料42:159-166，東京湾谷津干潟；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）
",Tsumagurosujihaze
316,ハゼ科,Gobiidae,ホホグロスジハゼ,Acentrogobius suluensis (Herre 1927),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；是枝ほか（2022）Ichthy, Nat Hist Fish Jpn 17:20-38，薩摩半島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Hohogurosujihaze
316,ハゼ科,Gobiidae,スジハゼ,Acentrogobius virgatulus (Jordan & Snyder 1901),"
以前は「スジハゼB」；座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；藤井（2009）佐賀自然史研究15:21-25，佐賀県伊万里市佐代川河口；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；岩坪・本村（2017）「鹿児島湾の魚類」；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）
",Sujihaze
316,ハゼ科,Gobiidae,キララハゼ,Acentrogobius viridipunctatus (Valenciennes 1837),"
漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖
",Kirarahaze
316,ハゼ科,Gobiidae,アカハゼ,Amblychaeturichthys hexanema (Bleeker 1853),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；平嶋（2018）和歌山県立自然博物館だより36(3):8，和歌山県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町
",Akahaze
316,ハゼ科,Gobiidae,コモチジャコ,Amblychaeturichthys sciistius (Jordan & Snyder 1901),"
荒尾・玉井（2011）豊橋市自然史博物館研報21:17-26，愛知県渥美半島沖；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町
",Komochijako
316,ハゼ科,Gobiidae,ハチマキダテハゼ,Amblyeleotris diagonalis Polunin & Lubbock 1979,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Hachimakidatehaze
316,ハゼ科,Gobiidae,ニュウドウダテハゼ,Amblyeleotris fontanesii (Bleeker 1853),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Nyudodatehaze
316,ハゼ科,Gobiidae,ヤマブキハゼ,Amblyeleotris guttata (Fowler 1938),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；望月ほか（2022）Ichthy, Nat Hist Fish Jpn 23:19-31，大隅諸島竹島
",Yamabukihaze
316,ハゼ科,Gobiidae,ダテハゼ,Amblyeleotris japonica Takagi 1957,"
岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；平嶋（2015）和歌山県立自然博物館だより33(3):8，和歌山県；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Datehaze
316,ハゼ科,Gobiidae,マスイダテハゼ,Amblyeleotris masuii Aonuma & Yoshino 1996,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Masuidatehaze
316,ハゼ科,Gobiidae,ズグロダテハゼ,"Amblyeleotris melanocephala Aonuma, Iwata & Yoshino 2000","
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Zugurodatehaze
316,ハゼ科,Gobiidae,モリシタダテハゼ,Amblyeleotris morishitai Senou & Aonuma 2007,"
本村ほか（2013）「硫黄島・竹島の魚類」；片山ほか（2017）日本生物地理学会会報71:189-198，高知県；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島
",Morishitadatehaze
316,ハゼ科,Gobiidae,ミナミダテハゼ,Amblyeleotris ogasawarensis Yanagisawa 1978,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Minamidatehaze
316,ハゼ科,Gobiidae,ダンダラダテハゼ,Amblyeleotris periophthalma (Bleeker 1853),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Dandaradatehaze
316,ハゼ科,Gobiidae,ニチリンダテハゼ,Amblyeleotris randalli Hoese & Steene 1978,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島
",Nichirindatehaze
316,ハゼ科,Gobiidae,ヒメダテハゼ,Amblyeleotris steinitzi (Klausewitz 1974),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；望月ほか（2022）Ichthy, Nat Hist Fish Jpn 23:19-31，大隅諸島竹島
",Himedatehaze
316,ハゼ科,Gobiidae,クビアカハゼ,Amblyeleotris wheeleri (Polunin & Lubbock 1977),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；望月ほか（2022）Ichthy, Nat Hist Fish Jpn 23:19-31，大隅諸島竹島
",Kubiakahaze
316,ハゼ科,Gobiidae,ヤノダテハゼ,Amblyeleotris yanoi Aonuma & Yoshino 1996,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Yanodatehaze
316,ハゼ科,Gobiidae,ジュウモンジサラサハゼ,Amblygobius decussatus (Bleeker 1855),,Jumonjisarasahaze
316,ハゼ科,Gobiidae,エサキサラサハゼ,Amblygobius esakiae Herre 1939,,Esakisarasahaze
316,ハゼ科,Gobiidae,ワカケサラサハゼ,Amblygobius linki Herre 1927,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Wakakesarasahaze
316,ハゼ科,Gobiidae,サラサハゼ,Amblygobius phalaena (Valenciennes 1837),"
岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；平嶋（2017）和歌山県立自然博物館だより35(3):8，和歌山県；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；Hanahara et al (2020) Ichthyol Res doi:10.1007/s10228-020-00769-z，沖縄島北部（仔稚魚）；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Sarasahaze
316,ハゼ科,Gobiidae,ホホベニサラサハゼ,Amblygobius sp.,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Hanahara et al (2020) Ichthyol Res doi:10.1007/s10228-020-00769-z，沖縄島北部（仔稚魚），ホホベニサラサハゼA. sp.かA. nocturnus）；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島
",Hohobenisarasahaze
316,ハゼ科,Gobiidae,スフィンクスサラサハゼ,Amblygobius sphynx (Valenciennes 1837),,Sufuinkususarasahaze
316,ハゼ科,Gobiidae,フタヒレホオカギハゼ,"Ancistrogobius dipus Shibukawa, Yoshino & Allen 2010",,Futahirehokagihaze
316,ハゼ科,Gobiidae,ウロコホオカギハゼ,"Ancistrogobius squamiceps Shibukawa, Yoshino & Allen 2010",,Urokohokagihaze
316,ハゼ科,Gobiidae,アサバノホオカギハゼ,"Ancistrogobius yanoi Shibukawa, Yoshino & Allen 2010","
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Asabanohokagihaze
316,ハゼ科,Gobiidae,イトカケホオカギハゼ,"Ancistrogobius yoshigoui Shibukawa, Yoshino & Allen 2010","
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Itokakehokagihaze
316,ハゼ科,Gobiidae,タビラクチ,Apocryptodon punctatus Tomiyama 1934,"
平嶋（2004）和歌山県立自然博物館だより22(1):8，和歌山県；武内ほか（2011）近畿大学農学部紀要44:63-87，福岡県；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Murase et al (2017) ZooKeys 645:71-83，分布記録のレビュー；本村ほか（2020）「高尾野川河口の生きもの」；國島（2021）和歌山県立自然博物館館報39:49-53，和歌山市；岩坪ほか（2022）「薩摩半島沿岸の魚類」；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；武藤ほか（2022）Ichthy, Nat Hist Fish Jpn 23:1-6，三重県
",Tabirakuchi
316,ハゼ科,Gobiidae,ヤノウキホシハゼ,Asterropteryx atripes Shibukawa & Suzuki 2002,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Yanokihoshihaze
316,ハゼ科,Gobiidae,フタホシホシハゼ,Asterropteryx bipunctata Allen & Munday 1995,,Futahoshihoshihaze
316,ハゼ科,Gobiidae,ヒメホシハゼ,Asterropteryx ensifera (Bleeker 1874),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",Himehoshihaze
316,ハゼ科,Gobiidae,イッテンホシハゼ,Asterropteryx ovata Shibukawa & Suzuki 2007,,Ittenhoshihaze
316,ハゼ科,Gobiidae,ホシハゼ,Asterropteryx semipunctata Rüppell 1830,"
武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Matsui et al (2014) Bull Osaka Mus Nat Host 68:1-25，若狭湾；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Koeda et al (2016) Fishes of Yonaguni，与那国島；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Inoue et al (2020) Ichthyol Res doi:10.1007/s10228-020-00775-1，西表島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Hoshihaze
316,ハゼ科,Gobiidae,ノコギリホシハゼ,Asterropteryx senoui Shibukawa & Suzuki 2007,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Nokogirihoshihaze
316,ハゼ科,Gobiidae,マダラホシハゼ,Asterropteryx spinosa (Goren 1981),"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」
",Madarahoshihaze
316,ハゼ科,Gobiidae,シマシロクラハゼ,Astrabe fasciata Akihito & Meguro 1988,"
吉郷（2019）ホシザキグリーン財団研究報告22:191-202，島根県；渋川ほか（2020）東海自然誌13:79-116，青森県
",Shimashirokurahaze
316,ハゼ科,Gobiidae,キマダラハゼ,Astrabe flavimaculata Akihito & Meguro 1988,"
平嶋（2019）和歌山県立自然博物館だより37(3):8，和歌山県；渋川ほか（2020）東海自然誌13:79-116，静岡県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Kimadarahaze
316,ハゼ科,Gobiidae,シロクラハゼ,Astrabe lactisella Jordan & Snyder 1901,"
渋川ほか（2020）東海自然誌13:79-116，千葉県，静岡県；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Shirokurahaze
316,ハゼ科,Gobiidae,ヨミノハゼ,Austrolethops wardi Whitley 1935,,Yominohaze
316,ハゼ科,Gobiidae,クロミナミハゼ,Awaous melanocephalus (Bleeker 1849),"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；北原ほか（2021）東海自然誌14:89-94，伊豆半島
",Kurominamihaze
316,ハゼ科,Gobiidae,ミナミハゼ,Awaous ocellaris (Broussonet 1782),"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",Minamihaze
316,ハゼ科,Gobiidae,イトヒゲモジャハゼ,Barbuligobius boehlkei Lachner & McKinney 1974,"
平嶋（2011）和歌山県立自然博物館だより29(1):8，和歌山県；片山ほか（2017）日本生物地理学会会報71:189-198，高知県；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島
",Itohigemojahaze
316,ハゼ科,Gobiidae,ヒゲモジャハゼ,Barbuligobius sp.,,Higemojahaze
316,ハゼ科,Gobiidae,クロヤハズハゼ,Bathygobius coalitus (Bennett 1832),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Kuroyahazuhaze
316,ハゼ科,Gobiidae,スジクモハゼ,Bathygobius cocosensis (Bleeker 1854),"
本村ほか（2013）「硫黄島・竹島の魚類」；辻（2013）南予生物17:1-13，愛媛県；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；望月ほか（2022）Ichthy, Nat Hist Fish Jpn 23:19-31，大隅諸島竹島
",Sujikumohaze
316,ハゼ科,Gobiidae,クサビハゼ,Bathygobius cotticeps (Steindachner 1879),"
岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；望月ほか（2022）Ichthy, Nat Hist Fish Jpn 23:19-31，大隅諸島竹島
",Kusabihaze
