Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References1,References2
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Stigmatogobius sadanundio,Goby,1.40,48,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Typhlogobius californiensis,Blind goby,1.20,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Valenciennea longipinnis,Long-finned goby,0.93,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Yongeichthys nebulosus,Shadow goby,1.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Diagramma labiosum,Grunt,0.84,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon aurolineatum,Tomtate grunt,0.75,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon melanurum,Cottonwick grunt,0.86,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon plumieri,Grunt,0.98,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon sciurus,Bluestriped grunt,0.60,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon sciurus,Bluestriped grunt,0.87,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Heamulon flavolineatum,French grunt,0.65,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Heamulon flavolineatum,French grunt,0.67,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Heamulon flavolineatum,French grunt,0.88,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Orthopristis chrysoptera,Pigfish,0.86,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Parapristipoma trilineatum,Grunt,0.77,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Helostomatidae,Helostoma temminckii,Kissing gourami,0.88,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Istiophoridae,Tetrapturus audax,Striped marlin,0.63,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Girella nigricans,Opaleye,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Girella tricuspidata,Luderick,0.90,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Kyphosus bigibbus,Grey sea chub,0.87,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Labracoglossa argentiventris,N/A,0.90,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Medialuna californiensis,Halfmoon,0.81,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Kyphosidae,Scorpis lineolatus,Silver sweep,1.06,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Bodianus sp.,N/A,0.81,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Bodianus unimaculatus,Red pigfish,1.04,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Cheilinus fasciatus,Redbreast wrasse,1.40,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Cheilio inermis,Cigar wrasse,0.88,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Choerodon cephalotes,Purple tuskfish,1.00,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Choerodon fasciatus,Harlequin tuskfish,1.05,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Coris aurilineata,Coris,0.64,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Coris batuensis,Batu coris,0.80,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Coris dorsomaculata,Pale-barred coris,0.71,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Coris julis,Mediterranean rainbow wrasse,1.21,48,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Gomphosus varius,Bird wrasse,1.05,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Halichoeres bathyphilus,Greenband wrasse,0.80,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Halichoeres biocellatus,Red-lined wrasse,0.66,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Halichoeres melanurus,Tail-spot wrasse,0.86,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Halichoeres poecilopterus,N/A,0.93,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Hemigymnus fasciatus,Barred thicklip,1.07,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Hemigymnus melapterus,Blackeye thicklip,0.77,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Labroides dimidiatus,Bluestreak cleaner wrasse,0.69,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Labroides dimidiatus,Bluestreak cleaner wrasse,0.89,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Labrus merula,Brown wrasse,1.44,,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Novaculichthys taeniourus,Rockmover wrasse,0.72,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Oxycheilinus diagramma,Cheeklined wrasse,1.13,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Pseudocheilinus evanidus,Striated wrasse,1.14,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Pseudocheilinus hexataenia,Pyjama,1.05,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Pseudolabrus japonicus,N/A,1.07,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus cinereus,Grey wrasse,1.25,,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus mediterraneus,Axillary wrasse,1.00,46,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus ocellatus,N/A,1.10,48,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus roissali,Five-spotted wrasse,0.76,38,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus rostratus,N/A,0.98,,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus tinca,East Atlantic peacock wrasse,0.72,48,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus tinca,East Atlantic peacock wrasse,0.73,48,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Symphodus tinca,East Atlantic peacock wrasse,1.11,,FD,NS,NS,"Stingo, V. (1986). Correlazioni tra quantita di DNA totale e DNA DAPI-positivo in Teleostei e Selachi. Basic and Applied Histochemistry 30 (Suppl.): 164.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Tautoga onitis,Tautog,0.93,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Tautogolabrus adspersus,Cunner,0.91,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labridae,Thalassoma bifasciatum,Bluehead,0.98,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Labrisomidae,Paraclinus sp.,Blenny,1.00,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Leiognathidae,Leiognathus bindus,Orangefin ponyfish,0.65,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Leiognathidae,Leiognathus decorus,Decorated ponyfish,0.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Leiognathidae,Leiognathus leuciscus,Whipfin ponyfish,0.59,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Leiognathidae,Leiognathus moretoniensis,Moreton Bay ponyfish,0.49,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Gnathodentex aureolineatus,Striped large-eye bream,1.56,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Gymnocranius audleyi,Collared large-eye bream,1.13,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Gymnocranius euanus,Japanese large-eye bream,1.14,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Gymnocranius grandiculis,Blue-lined large-eye bream,1.12,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus atkinsoni,Pacific yellowtail emperor,1.22,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus harak,Thumbprint emperor,1.26,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus microdon,Smalltooth emperor,1.11,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus nebulosus,Spangled emperor,1.14,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus rubrioperculatus,Spotcheek emperor,1.17,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lethrinidae,Lethrinus xanthochilus,Yellowlip emperor,1.44,48,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Aprion virescens,Green jobfish,0.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Aprion virescens (4x?),Green jobfish,1.31,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Etelis oculatus,Queen snapper,0.95,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus adetii,Yellow-banded snapper,1.03,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus bohar,Two-spot red snapper,1.21,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus campechanus,Northern red snapper,1.40,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus carponotatus,Spanish flag snapper,1.09,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus decussatus,Checkered snapper,1.14,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus fluviflamma,Dory snapper,1.23,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus gibbus,Humpback red snapper,1.13,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus griseus,Gray snapper,1.00,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus griseus,Gray snapper,1.10,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus griseus,Gray snapper,1.30,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
Chordata,Vertebrata,Osteichthyes,Perciformes,Lutjanidae,Lutjanus hastingsi,Silk snapper,1.10,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",
