Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Arthropoda,Crustacea,Malacostraca,Amphipoda,Gammaridae,"Sp.1 (""Gammaridea sp."")",Marine amphipod,1.58,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Gammaridae,"Sp.2 (""Gammaridea sp."")",Marine amphipod,3.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca (sp. A),Amphipod,3.23,,FCM,WB,HA,"Vergilino, R., K. Dionne, C. Nozais, F. Dufresne, and C. Belzile (2012). Genome size differences in Hyalella cryptic species. Genome 55: 134-139.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca (sp. B),Amphipod,1.76,,FCM,WB,HA,"Vergilino, R., K. Dionne, C. Nozais, F. Dufresne, and C. Belzile (2012). Genome size differences in Hyalella cryptic species. Genome 55: 134-139.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca (sp. C),Amphipod,1.57,,FCM,WB,HA,"Vergilino, R., K. Dionne, C. Nozais, F. Dufresne, and C. Belzile (2012). Genome size differences in Hyalella cryptic species. Genome 55: 134-139.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca (sp. D),Amphipod,2.61,,FCM,WB,HA,"Vergilino, R., K. Dionne, C. Nozais, F. Dufresne, and C. Belzile (2012). Genome size differences in Hyalella cryptic species. Genome 55: 134-139.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalidae,Apohyale crassipes,Amphipod,0.94,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalidae,Apohyale prevostii,Amphipod,1.89,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalidae,Hyale crassipes,Amphipod,0.96,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and A.-K. Eriksson-Wiklund (2003). A preliminary survey on genome size in Amphipoda. XIth International Colloquium on Amphipoda, Tunis, Tunisia, March 25-30 : 17.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyalidae,Protohyale schmidti,Amphipod,1.05,22.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Hyperiidae,Themisto libellula,Amphipod,3.97,,FCM,BR,GD,"Rees, D.J., F. Dufresne, H. Glﾃｩmet, and C. Belzile (2007). Amphipod genome sizes: first estimates for Arctic species reveal genomic giants. Genome 50: 151-158.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Ischyroceridae,Jassa marmorata,Marine amphipod,0.95,,FCM,WB,AA,"Libertini, A., M.S. Colomba, and R. Vitturi (2000). Cytogenetics of the amphipod Jassa marmorata (Corophioidea: Ischyroceridae): karyotype morphology, chromosome banding, fluorescent in situ hybridization, and nuclear DNA content. Journal of Crustacean Bi",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Lysianassidae,Anonyx nugax,Amphipod,27.00,,FCM,G,GD,"Rees, D.J., F. Dufresne, H. Glﾃｩmet, and C. Belzile (2007). Amphipod genome sizes: first estimates for Arctic species reveal genomic giants. Genome 50: 151-158.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Macrohectopidae,Macrohectopus branickii,Freshwater amphipod,4.20,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Micruropodidae,Gmelinoides fasciatus,Freshwater amphipod,3.68,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Micruropodidae,Linevichella vortex,Freshwater amphipod,4.71,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Micruropodidae,Micruropus parvulus,Freshwater amphipod,3.66,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Micruropodidae,Micruropus wohli,Freshwater amphipod,3.94,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pallaseidae,Pallasea brandtii,Freshwater amphipod,7.60,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pallaseidae,Pallasea cancelloides,Freshwater amphipod,5.21,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pallaseidae,Pallasea cancellus,Freshwater amphipod,4.56,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pallaseidae,Pallasea kessleri,Freshwater amphipod,6.26,,FIA,G,GD,"Jeffery, N.W., L. Yampolsky, and T.R. Gregory (2016). Nuclear DNA content correlates with depth, body size, and diversification rate in amphipod crustaceans from ancient Lake Baikal, Russia. Genome, in press.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia affinis,Amphipod,8.48,52.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and A.-K. Eriksson-Wiklund (2003). A preliminary survey on genome size in Amphipoda. XIth International Colloquium on Amphipoda, Tunis, Tunisia, March 25-30 : 17.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia femorata,Amphipod,8.48,28.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and A.-K. Eriksson-Wiklund (2003). A preliminary survey on genome size in Amphipoda. XIth International Colloquium on Amphipoda, Tunis, Tunisia, March 25-30 : 17.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Stegocephalidae,Stegocephalus inflatus,Amphipod,50.91,,FCM,G,GD,"Rees, D.J., F. Dufresne, H. Glﾃｩmet, and C. Belzile (2007). Amphipod genome sizes: first estimates for Arctic species reveal genomic giants. Genome 50: 151-158.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Orchestia cavimana,Amphipod,1.77,50.00,FCM,V,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Orchestia gammarellus,"Beach hopper, Beach flea",2.81,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Orchestia mediterranea,"Beach hopper, Beach flea",2.28,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Orchestia montagui,"Beach hopper, Beach flea",1.71,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Platorchestia platensis,Sand flea,1.86,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Sardorchestia pelecaniformis,"Beach hopper, Beach flea",2.68,50.00,FCM,V,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Amphipoda,Talitridae,Talitrus saltator,Sand hopper,2.20,50.00,FCM,EM,GD,"Libertini, A., R. Trisolini, and M. Rampin (2008). Chromosome number, karyotype morphology, heterochromatin distribution and nuclear DNA content of some talitroidean amphipods (Crustacea: Gammaridea). European Journal of Entomology 105: 53-58.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Alpheus crassimanus,Snapping shrimp,15.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Alpheus heterochaelis,Snapping shrimp,16.31,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Athanas nitescens,Prawn,4.84,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Metabetaeus lohena,Shrimp,4.10,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus agelas,Snapping shrimp,13.60,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus belizensis,Snapping shrimp,10.35,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus brooksi,Snapping shrimp,10.88,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus carpenteri,Snapping shrimp,9.84,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus dardeaui,Snapping shrimp,7.09,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus duffyi,Snapping shrimp,20.74,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus mcclendoni,Snapping shrimp,6.01,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus sanctithomae,Snapping shrimp,6.20,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alpheidae,Synalpheus yano,Snapping shrimp,6.49,,FIA,G,GD,"Jeffery, N.W., K. Hultgren, S.T.C.Chak, T.R. Gregory, and D.R. Rubenstein (2016). Patterns of genome size variation in snapping shrimp. Genome 59: 393-402.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Alvinocaris markensis,Hydrothermal vent shrimp,10.58,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Chorocaris chacei,Atlantic hydrothermal vent shrimp,15.00,,FD,NS,NS,"Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.",D.R. Dixon. Personal Communication,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Chorocaris chacei,Hydrothermal vent shrimp,13.35,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Microcaris fortunata,Atlantic hydrothermal vent shrimp,9.00,,FD,NS,NS,"Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.",D.R. Dixon. Personal Communication,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Mirocaris fortunata,Hydrothermal vent shrimp,11.50,,FCM,MC,TA,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Rimicaris exoculata,Eyeless Atlantic vent shrimp,10.00,,FD,NS,NS,"Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.",D.R. Dixon. Personal Communication,
Arthropoda,Crustacea,Malacostraca,Decapoda,Alvinocarididae,Rimicaris exoculata,Hydrothermal vent shrimp,10.39,,FCM,MC,TA,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Aristaeidae,Aristaeomorpha foliacea,Red shrimp,5.23,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Atyidae,Antecaridina sp.,Shrimp,3.30,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Atyidae,Atya bisulcata,Shrimp,7.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Atyidae,Halocaridina rubra,Red shrimp,4.70,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Bythograeidae,Bythograea laubieri,Hydrothermal vent crab,4.49,,FCM,MC,PH,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Bythograeidae,Bythograea thermydron,Hydrothermal vent crab,4.50,,FCM,MC,TA,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Bythograeidae,Cyanagraea praedator,Hydrothermal vent crab,3.04,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Bythograeidae,Segonzacia mesatlantica,Crab,4.86,,FCM,MC,TA,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Calappidae,Hepatus epheliticus,Calico crab,1.68,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Calappidae,Hepatus epheliticus,Calico crab,1.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Cambarus bartonii,Appalacian brook crayfish,5.85,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Cambarus sp.,Crayfish,5.64,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Orconectes immunis,Calico crayfish,3.91,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Orconectes virilis,Northern crayfish,4.69,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus clarkii,Red swamp crayfish,4.20,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus clarkii,Red swamp crayfish,4.46,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus clarkii,Red swamp crayfish,6.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cancridae,Cancer anthonyi,Yellow crab,1.72,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cancridae,Cancer borealis,Jonah crab,2.27,,BCA,TS,BT,"Vaughn, J.C. (1975). DNA reassociation kinetics and chromosome structure in the crabs Cancer borealis and Libinia emarginata. Chromosoma 50: 243-257.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Cancridae,Cancer pagurus,Edible crab,2.44,,FCM,MC,PH,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Coenobitidae,Coenobita clypeatus,Land hermit crab,2.78,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Crangonidae,Argis dentata,Arctic argid,17.42,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Crangonidae,Crangon crangon,Sand shrimp,11.35,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Crangonidae,Crangon septemspinosa,Sand shrimp,9.92,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Crangonidae,Crangon vulgaris,Atlantic coastal shrimp,11.00,,FD,NS,NS,"Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.",D.R. Dixon. Personal Communication,
Arthropoda,Crustacea,Malacostraca,Decapoda,Crangonidae,Sclerocrangon ferox,Polar shrimp,40.89,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Galatheidae,Galathea squamifera,Squat lobster,8.46,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Galatheidae,Galathea strigosa,Squat lobster,6.99,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Galatheidae,Munidopsis recta,Vent squat lobster,15.56,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Gecarcinidae,Gecarcinus lateralis,Bermuda land crab,1.60,,FD,NS,NS,"Musich, P.R. and D.M. Skinner (1972). A cytological study of the DNA of the Bermuda land crab, Gecarcinus lateralis. Journal of Cell Biology 55: 184a.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Grapsus grapsus,Sally lightfoot crab,1.33,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Metopograpsus messor,Purple climber crab,2.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Pachygrapsus crassipes,Lined shore crab,2.80,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Pachygrapsus crassipes,Lined shore crab,2.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Plagusia depressa,Cliff crab,1.49,,FD,S,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Plagusia depressa,Cliff crab,1.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Sesarma cinereum,Wharf crab,3.99,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Sesarma cinereum,Wharf crab,4.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Grapsidae,Unknown sp.,Grapsid crab,3.02,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
